Species,Country_of_Origin,Harvest_Year,Color,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Taste_Categories,Category_Aromatic,Category_Complex,Category_Full-bodied,Category_Lingering,Category_Smooth,Category_Sour,Category_Sweet,QualityTier,BrewingRecommendations
Arabica,Ethiopia,2010,unknown,Unknown,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,10.0,7.83,85.08,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Complex']",0,1,1,1,0,1,1,Premium Grade,No specific recommendation
Arabica,United States (Hawaii),Unknown,unknown,Unknown,7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,7.92,85.08,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Complex']",0,1,1,1,0,1,1,Premium Grade,No specific recommendation
Arabica,Uganda,2016,green,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8.0,85.0,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Premium Grade,Aeropress Brewing
Arabica,Colombia,2016,green,Washed / Wet,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,7.83,85.0,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Premium Grade,Aeropress Brewing
Arabica,Costa Rica,2016,green,Washed / Wet,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,85.0,"['Sweet', 'Sour', 'Full-bodied', 'Aromatic']",1,0,1,0,0,1,1,Premium Grade,No specific recommendation
Arabica,Mexico,2015,green,Washed / Wet,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,85.0,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Premium Grade,No specific recommendation
Arabica,Kenya,2015,green,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,7.83,85.0,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Premium Grade,Aeropress Brewing
Arabica,Kenya,2012,green,Washed / Wet,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,85.0,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Premium Grade,Pour Over Brewing
Arabica,Brazil,2012,green,Natural / Dry,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8.0,85.0,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Premium Grade,Aeropress Brewing
Arabica,Mexico,2010-2011,unknown,Unknown,7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,7.83,85.0,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Premium Grade,No specific recommendation
Arabica,United States (Hawaii),Unknown,unknown,Unknown,7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,7.83,85.0,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Premium Grade,No specific recommendation
Arabica,Guatemala,2009-2010,unknown,Unknown,7.83,8.08,7.67,8.0,7.75,7.67,10.0,10.0,10.0,8.0,85.0,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Premium Grade,No specific recommendation
Arabica,Colombia,2016,unknown,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.92,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Colombia,2015,green,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,7.83,84.92,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Taiwan,2015,green,Semi-washed / Semi-pulped,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,7.92,84.92,"['Sweet', 'Full-bodied', 'Lingering', 'Complex']",0,1,1,1,0,0,1,Specialty Grade,No specific recommendation
Arabica,Tanzania,2014,green,Washed / Wet,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,Aeropress Brewing
Arabica,Colombia,2012,green,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,7.92,84.92,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,unknown,Semi-washed / Semi-pulped,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,10.0,8.17,84.92,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Brazil,2011,green,Natural / Dry,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,7.75,84.92,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,Aeropress Brewing
Arabica,Brazil,2011,green,Natural / Dry,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.92,84.92,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,Aeropress Brewing
Arabica,Kenya,2009-2010,unknown,Unknown,8.0,7.67,7.83,8.17,7.92,7.75,10.0,10.0,10.0,7.58,84.92,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,Aeropress Brewing
Arabica,Taiwan,2016,green,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,8.0,84.83,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Uganda,2013,green,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,7.83,84.83,"['Sweet', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,0,1,Specialty Grade,French Press Brewing
Arabica,United States (Hawaii),2012,unknown,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,8.08,84.83,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Complex']",0,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Ethiopia,2009-2010,unknown,Unknown,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,8.0,84.83,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Ethiopia,2009-2010,unknown,Unknown,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,7.92,84.83,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Complex']",0,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Thailand,2015,green,Pulped natural / honey,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,8.0,84.75,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Kenya,2014,green,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,7.92,84.75,"['Sweet', 'Sour', 'Full-bodied', 'Aromatic']",1,0,1,0,0,1,1,Specialty Grade,No specific recommendation
Arabica,Honduras,2014,green,Washed / Wet,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,8.17,84.75,"['Sweet', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,0,1,Specialty Grade,No specific recommendation
Arabica,El Salvador,2010-2011,unknown,Unknown,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,7.75,84.75,"['Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,0,Specialty Grade,No specific recommendation
Arabica,Nicaragua,2009-2010,unknown,Unknown,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,8.5,84.75,"['Sweet', 'Sour', 'Full-bodied', 'Aromatic']",1,0,1,0,0,1,1,Specialty Grade,No specific recommendation
Arabica,El Salvador,2016,blue-green,Washed / Wet,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,8.0,84.67,"['Sweet', 'Sour', 'Full-bodied', 'Aromatic']",1,0,1,0,0,1,1,Specialty Grade,No specific recommendation
Arabica,Indonesia,2016,green,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,84.67,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Japan,Unknown,green,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,8.08,84.67,"['Sweet', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,0,1,Specialty Grade,Cold Brew Brewing
Arabica,Costa Rica,2015,blue-green,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,7.92,84.67,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,Aeropress Brewing
Arabica,Guatemala,2015,green,Washed / Wet,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,7.83,84.67,"['Sweet', 'Sour', 'Full-bodied', 'Aromatic']",1,0,1,0,0,1,1,Specialty Grade,No specific recommendation
Arabica,Costa Rica,2014,green,Washed / Wet,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,7.92,84.67,"['Sweet', 'Full-bodied', 'Lingering', 'Smooth', 'Aromatic', 'Complex']",1,1,1,1,1,0,1,Specialty Grade,Aeropress Brewing; Cold Brew Brewing
Arabica,Ethiopia,2014,unknown,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,7.92,84.67,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,Aeropress Brewing
Arabica,Costa Rica,2014,green,Other,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,7.67,84.67,"['Sweet', 'Sour', 'Lingering', 'Complex']",0,1,0,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Costa Rica,2014,green,Washed / Wet,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,8.0,84.67,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,Aeropress Brewing
Arabica,Costa Rica,2012,green,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,7.92,84.67,"['Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,0,Specialty Grade,Aeropress Brewing
Arabica,Taiwan,2013-2014,green,Washed / Wet,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.67,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,Aeropress Brewing
Arabica,Colombia,2013,green,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.92,84.67,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Kenya,2012,blue-green,Washed / Wet,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,7.83,84.67,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Guatemala,2012,green,Washed / Wet,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,7.67,84.67,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,Aeropress Brewing
Arabica,Guatemala,2012,green,Washed / Wet,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,10.0,8.0,84.67,"['Sweet', 'Sour', 'Lingering', 'Complex']",0,1,0,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,unknown,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,7.92,84.67,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Uganda,2012,blue-green,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,7.83,84.67,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Peru,Unknown,unknown,Unknown,7.67,7.83,7.75,7.75,7.92,7.83,10.0,10.0,10.0,7.92,84.67,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Complex']",0,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Ethiopia,2009-2010,unknown,Unknown,7.42,7.75,7.75,8.0,8.0,7.92,10.0,10.0,10.0,7.83,84.67,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Complex']",0,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Kenya,Unknown,blue-green,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,7.83,84.58,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Colombia,2016,blue-green,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,8.08,84.58,"['Sweet', 'Sour', 'Aromatic']",1,0,0,0,0,1,1,Specialty Grade,No specific recommendation
Arabica,Colombia,2016,green,Washed / Wet,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,"['Sweet', 'Sour', 'Full-bodied', 'Aromatic']",1,0,1,0,0,1,1,Specialty Grade,No specific recommendation
Arabica,Kenya,2013,blue-green,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,7.92,84.58,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Guatemala,2014,green,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,7.83,84.58,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Guatemala,2014,green,Washed / Wet,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,8.17,84.58,"['Sweet', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,0,1,Specialty Grade,Aeropress Brewing
Arabica,Colombia,2013,unknown,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,7.83,84.58,"['Sweet', 'Sour']",0,0,0,0,0,1,1,Specialty Grade,No specific recommendation
Arabica,Colombia,2013,unknown,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,10.0,7.92,84.58,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Kenya,2013,green,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10.0,10.0,10.0,7.75,84.58,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,Pour Over Brewing
Arabica,Colombia,2012,green,Washed / Wet,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,7.75,84.58,"['Sweet', 'Sour', 'Lingering', 'Complex']",0,1,0,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Costa Rica,2012,blue-green,Semi-washed / Semi-pulped,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Colombia,2012,green,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,8.08,84.58,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Complex']",0,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Brazil,2011,green,Semi-washed / Semi-pulped,8.0,8.0,7.75,7.75,7.58,7.75,10.0,10.0,10.0,7.75,84.58,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,Aeropress Brewing
Arabica,Brazil,2011,blue-green,Semi-washed / Semi-pulped,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,10.0,7.5,84.58,"['Sweet', 'Sour', 'Aromatic']",1,0,0,0,0,1,1,Specialty Grade,Aeropress Brewing
Arabica,Costa Rica,2017-2018,blue-green,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,8.0,84.5,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Uganda,2016,green,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.83,84.5,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,China,2015,green,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10.0,10.0,10.0,7.92,84.5,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Costa Rica,2014,green,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,7.92,84.5,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Colombia,2015-2016,green,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,7.75,84.5,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,Aeropress Brewing
Arabica,China,2013,green,Washed / Wet,7.67,8.0,7.75,7.83,7.75,7.58,10.0,10.0,10.0,7.92,84.5,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Complex']",0,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Guatemala,2013,green,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,7.5,84.5,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,Aeropress Brewing
Arabica,Kenya,2012,blue-green,Washed / Wet,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,7.67,84.5,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,green,Washed / Wet,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,7.92,84.5,"['Sweet', 'Sour', 'Aromatic']",1,0,0,0,0,1,1,Specialty Grade,Pour Over Brewing; Aeropress Brewing
Arabica,Mexico,2012,unknown,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.67,84.5,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Guatemala,2012,green,Washed / Wet,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,10.0,7.83,84.5,"['Sweet', 'Sour', 'Lingering', 'Complex']",0,1,0,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Brazil,Unknown,unknown,Unknown,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10.0,10.0,8.13,84.5,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Brazil,Unknown,unknown,Unknown,8.17,7.67,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.5,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,Aeropress Brewing
Arabica,Costa Rica,2016,blue-green,Washed / Wet,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,7.92,84.42,"['Sweet', 'Sour', 'Lingering', 'Complex']",0,1,0,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Indonesia,2017,blue-green,Other,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,8.0,84.42,"['Sweet', 'Full-bodied', 'Lingering', 'Complex']",0,1,1,1,0,0,1,Specialty Grade,No specific recommendation
Arabica,Colombia,2015-2016,green,Natural / Dry,7.92,7.83,7.75,7.67,7.92,7.67,10.0,10.0,10.0,7.67,84.42,"['Sweet', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,0,1,Specialty Grade,No specific recommendation
Arabica,Colombia,2014,green,Washed / Wet,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,7.75,84.42,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Taiwan,2012,blue-green,Washed / Wet,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.75,84.42,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,United States (Hawaii),2012,blue-green,Natural / Dry,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,7.83,84.42,"['Sweet', 'Sour', 'Aromatic']",1,0,0,0,0,1,1,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,unknown,Washed / Wet,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,10.0,7.83,84.42,"['Sweet', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,0,1,Specialty Grade,No specific recommendation
Arabica,Ethiopia,2009-2010,unknown,Unknown,7.5,7.75,7.83,7.92,7.92,7.75,10.0,10.0,10.0,7.75,84.42,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Complex']",0,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Kenya,2017-2018,green,Washed / Wet,7.33,7.58,7.83,7.75,7.75,7.92,10.0,10.0,10.0,8.17,84.33,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Complex']",0,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Honduras,2016,green,Unknown,7.92,8.0,7.75,7.67,7.67,7.75,10.0,10.0,10.0,7.58,84.33,"['Sweet', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,0,1,Specialty Grade,No specific recommendation
Arabica,Colombia,2016,green,Washed / Wet,7.58,7.75,7.5,7.83,7.67,8.5,10.0,10.0,10.0,7.5,84.33,"['Sweet', 'Sour']",0,0,0,0,0,1,1,Specialty Grade,No specific recommendation
Arabica,Honduras,2016,green,Washed / Wet,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,7.83,84.33,"['Sweet', 'Sour', 'Full-bodied']",0,0,1,0,0,1,1,Specialty Grade,No specific recommendation
Arabica,Colombia,2016,unknown,Unknown,7.67,7.67,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.83,84.33,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Complex']",0,1,1,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Colombia,2015,green,Natural / Dry,7.75,7.67,8.0,7.67,8.08,7.83,10.0,10.0,10.0,7.33,84.33,"['Sweet', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,0,1,Specialty Grade,French Press Brewing
Arabica,Colombia,2013,green,Washed / Wet,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,10.0,8.17,84.33,"['Sweet', 'Sour', 'Aromatic']",1,0,0,0,0,1,1,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,blue-green,Washed / Wet,8.0,7.75,7.75,7.83,7.5,7.67,10.0,10.0,10.0,7.83,84.33,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,Aeropress Brewing
Arabica,Brazil,2011,unknown,Unknown,8.17,8.0,7.5,7.75,7.5,7.67,10.0,10.0,10.0,7.75,84.33,"['Sweet', 'Sour', 'Aromatic']",1,0,0,0,0,1,1,Specialty Grade,Aeropress Brewing
Arabica,Brazil,2011,unknown,Unknown,8.0,8.0,7.5,7.5,7.67,7.75,10.0,10.0,10.0,7.92,84.33,"['Sweet', 'Aromatic']",1,0,0,0,0,0,1,Specialty Grade,Aeropress Brewing; Cold Brew Brewing
Arabica,Ethiopia,Unknown,unknown,Unknown,7.75,7.75,7.92,7.75,7.5,7.92,10.0,10.0,10.0,7.75,84.33,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,1,1,Specialty Grade,No specific recommendation
Arabica,Guatemala,2009-2010,unknown,Unknown,7.5,7.67,7.75,7.67,7.92,7.92,10.0,10.0,10.0,7.92,84.33,"['Sweet', 'Full-bodied', 'Lingering', 'Complex']",0,1,1,1,0,0,1,Specialty Grade,No specific recommendation
Arabica,Taiwan,2016,blue-green,Washed / Wet,7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,7.67,84.25,"['Sweet', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,0,1,Specialty Grade,No specific recommendation
Arabica,Thailand,2015,green,Natural / Dry,7.83,7.75,7.75,7.42,7.83,7.67,10.0,10.0,10.0,8.0,84.25,"['Sweet', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",1,1,1,1,0,0,1,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2016,green,Natural / Dry,7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,7.83,84.25,"['Sweet', 'Lingering', 'Aromatic', 'Complex']",1,1,0,1,0,0,1,Specialty Grade,No specific recommendation
Arabica,Guatemala,2016,green,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,10.0,7.75,84.25,"['Sweet', 'Sour', 'Full-bodied', 'Aromatic']",1,0,1,0,0,1,1,Specialty Grade,No specific recommendation
Arabica,Guatemala,2015,green,Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,7.75,84.25,"['Sweet', 'Sour', 'Aromatic']",1,0,0,0,0,1,1,Specialty Grade,Pour Over Brewing
